support_item_number,support_item_name,jurisdiction,price,unit,effective_start,effective_end,schedule,table
05_500433443_0103_1_2,Repairs and Maintenance - Personal Care/Safety After-Hours,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Repairs and Maintenance
05_500612441_0135_1_2,Repairs and Maintenance - Orthosis,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Repairs and Maintenance
05_500624304_0135_1_2,Repairs and Maintenance - Prosthesis - Minor,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Repairs and Maintenance
05_500933306_0103_1_2,Repairs and Maintenance - Bathing And Toileting AT,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Repairs and Maintenance
05_501200307_0105_1_2,Repairs and Maintenance - Wheeled Mobility Minor,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Repairs and Maintenance
05_501212373_0109_1_2,Repairs and Maintenance - Vehicle Modification,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Repairs and Maintenance
05_501224309_0105_1_2,Tyre - Wheeled mobility,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Repairs and Maintenance
05_501236025_0105_1_2,Repairs and Maintenance - Transfer AT,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Repairs and Maintenance
05_501288435_0105_1_2,Repairs and Maintenance - Mobility and Transfer - After-Hours,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Repairs and Maintenance
05_501812311_0103_1_2,Repairs and Maintenance - Electric Bed,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Repairs and Maintenance
05_502200312_0124_1_2,Repairs and Maintenance - Communication Cognitive or ECU AT,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Repairs and Maintenance
05_502206151_0122_1_2,Repairs and Maintenance - Hearing AT,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Repairs and Maintenance
05_502218315_0113_1_2,Repairs and Maintenance - Vision AT,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Repairs and Maintenance
05_503000316_0112_1_2,Repairs and Maintenance - Specialised Recreation AT,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Repairs and Maintenance
05_711000080_0103_1_2,Delivery - Personal Care and Safety AT,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Delivery
05_711000080_0105_1_2,Delivery - Personal Mobility and Transfer AT,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Delivery
05_711000080_0109_1_2,Delivery - Vehicle modifications AT,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Delivery
05_711000080_0112_1_2,Delivery - Recreation AT,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Delivery
05_711000080_0113_1_2,Delivery - Vision AT,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Delivery
05_711000080_0119_1_2,Delivery - Specialised Hearing AT,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Delivery
05_711000080_0122_1_2,Delivery - Hearing AT,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Delivery
05_711000080_0123_1_2,Delivery - Household Tasks or Control AT,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Delivery
05_711000080_0124_1_2,Delivery - Communication and Information AT,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Delivery
05_711000080_0135_1_2,Delivery - Prosthesis or Orthosis,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Assistive Technology Delivery
06_180000111_0111_2_2,HM Rental - Bathroom Toilet Ramp,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Home Modifications
06_182100401_0111_2_2,MHM - Electrical and Door Automation,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Home Modifications
06_182409401_0111_2_2,MHM - External Door,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Home Modifications
06_182409402_0111_2_2,MHM - Internal Door,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Home Modifications
06_182415401_0111_2_2,MHM - Flooring,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Home Modifications
06_182495322_0111_2_2,MHM - Practical Completion,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Home Modifications
06_182495401_0111_2_2,MHM - Bathroom,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Home Modifications
06_182495402_0111_2_2,MHM - Kitchen,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Home Modifications
06_182495405_0111_2_2,MHM - Laundry,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Home Modifications
06_182495407_0111_2_2,MHM - Other works including Bedroom,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Home Modifications
06_182495413_0111_2_2,MHM - Toilet Replacement,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Home Modifications
06_182495414_0111_2_2,MHM - Cabinetry Alterations,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Home Modifications
06_182499311_0111_2_2,HM - Design Consultation with Builder,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Home Modifications
06_183018404_0111_2_2,MHM - Ramp,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Home Modifications
06_183090401_0111_2_2,MHM - Pathway - External,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Home Modifications
06_270303401_0111_2_2,MHM - Airconditioning,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Home Modifications
06_501824150_0111_2_2,Building Modifications due to damage caused by disability-related behaviours,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Home Modifications
06_501824151_0111_2_2,Building Modifications due to damage caused by AT,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Home Modifications
01_799_0102_1_1,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
01_799_0104_1_1,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
01_799_0106_1_1,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
01_799_0107_1_1,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
01_799_0110_1_1,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
01_799_0114_1_1,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
01_799_0115_1_1,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
01_799_0117_8_1,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
01_799_0118_1_1,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
01_799_0119_1_1,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
01_799_0120_1_1,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
01_799_0126_1_1,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
01_799_0128_1_1,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
01_799_0129_1_1,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
01_799_0132_1_1,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
01_799_0134_1_1,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
01_799_0135_1_1,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
04_799_0104_6_1,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
04_799_0125_6_1,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
04_799_0133_5_1,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
04_799_0136_6_1,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
07_799_0106_6_3,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
07_799_0117_8_3,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
07_799_0132_8_3,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
08_799_0106_2_3,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
09_799_0106_6_3,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
09_799_0117_6_3,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
10_799_0102_5_3,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
10_799_0128_5_3,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
10_799_0133_5_3,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
11_799_0110_7_3,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
11_799_0117_7_3,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
12_799_0126_3_3,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
12_799_0128_3_3,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
13_799_0102_4_3,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
15_799_0103_6_3,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
15_799_0106_1_3,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
15_799_0114_1_3,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
15_799_0117_1_3,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
15_799_0118_1_3,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
15_799_0119_1_3,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
15_799_0126_1_3,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
15_799_0128_1_3,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
15_799_0134_1_3,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
15_799_0135_1_3,Provider travel - non-labour costs,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Non-labour Travel Costs
04_590_0125_6_1,Activity Based Transport,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Activity Based Transport
04_591_0136_6_1,Activity Based Transport,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Activity Based Transport
04_592_0104_6_1,Activity Based Transport,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Activity Based Transport
04_821_0133_6_1,Activity Based Transport,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Activity Based Transport
07_501_0106_6_3,Activity Based Transport,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Activity Based Transport
08_590_0106_2_3,Activity Based Transport,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Activity Based Transport
09_590_0106_6_3,Activity Based Transport,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Activity Based Transport
09_591_0117_6_3,Activity Based Transport,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Activity Based Transport
10_590_0102_5_3,Activity Based Transport,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Activity Based Transport
10_590_0133_5_3,Activity Based Transport,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Activity Based Transport
11_590_0117_7_3,Activity Based Transport,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Activity Based Transport
13_590_0102_4_3,Activity Based Transport,National,$1.00,Each,2026-07-01,2027-06-30,Schedule 8: Notional Unit Priced Items,Activity Based Transport
